,location_name,address
7607,Indiana Wesleyan University at Jeffboat ACL Headquarters,"1701 Utica Pike, Jeffersonville, IN 47130-4747"
7608,Indiana Wesleyan University at Kokomo Education Center,"1916 East Markland Ave, Kokomo, IN 46901-6236"
7609,Indiana Wesleyan University at Best Western Laf Exec Plaza,"4343 SR 26 East, Lafayette, IN 47905-4898"
7610,"Indiana Wesleyan University at Comfort Suites, Lafayette","31 Frontage Rd, Lafayette, IN 47905-4687"
7611,"Indiana Wesleyan University at Corporate Learning Center, Ivy","823 Park East Blvd., Lafayette, IN 47905-0787"
7612,Indiana Wesleyan University at Lees Inn Lafayette,"4702 Meijer Ct, Lafayette, IN 47905-0000"
7613,Indiana Wesleyan University at Signature Inn,"4320 State Road 26 E, Lafayette, IN 47905-4835"
7614,Indiana Wesleyan University at Dearborn County Hospital,"600 Wilson Creek Rd, Lawrenceburg, IN 47025-2751"
7615,Indiana Wesleyan University at Greendale Middle School,"200 Tiger Blvd, Lawrenceburg, IN 47025-1606"
7616,Indiana Wesleyan University at Lexington Education Center,"1792 Alysheba Way Ste 140, Lexington, KY 40509-2285"
7617,Indiana Wesleyan University at Lexington Education Center 2,"2530 Sir Barton Way, Suite 200, Lexington, KY 40509"
7618,Indiana Wesleyan University at Linton-Stockton High School,"60 SE 9th St, Linton, IN 47441-1923"
7619,Indiana Wesleyan University at Linton-Stockton Junior High School,"109 ""I"" St. NE, Linton, IN 47441-1400"
7620,Indiana Wesleyan University at Martin Co Community Learning Center,"2664 US Highway 50, Loogootee, IN 47553-5022"
7621,Indiana Wesleyan University at Hilton Garden Inn Airport,"2735 Crittenden Dr, Louisville, KY 40209-1113"
7622,Indiana Wesleyan University at Venture Out Business Center,"975 Industrial Dr, Madison, IN 47250-3904"
7623,Indiana Wesleyan University at AGS Bldg,"1900 W 50th St, Marion, IN 46953-9393"
7624,Indiana Wesleyan University at Marion Main Campus,"4201 S. Washington St, Marion, IN 46953"
7625,Indiana Wesleyan University at STAR Building,"1900 W 50th St, Marion, IN 46953"
7626,"Indiana Wesleyan University at Days Inn, Miamisburg","250 Byers Rd, Miamisburg, OH 45342-3615"
7627,"Indiana Wesleyan University at Hampton Inn, Michigan City","4128 South Franklin St, Michigan City, IN 46360-7804"
7628,"Indiana Wesleyan University at Holiday Inn, Michigan City","5820 S Franklin St, Michigan City, IN 46360-7843"
7629,Indiana Wesleyan University at Sullair,"3700 E Michigan Blvd, Michigan City, IN 46360-6500"
7630,Indiana Wesleyan University at AM General,"12900 McKinley Hwy, Mishawaka, IN 46545-7518"
7631,"Indiana Wesleyan University at Courtyard, Mishawaka","4825 North Main St, Mishawaka, IN 46545-1433"
7632,"Indiana Wesleyan University at Holiday Inn Express, Mishawaka","420 West University Dr, Mishawaka, IN 46545-1100"
7633,Indiana Wesleyan University at Mishawaka Education Center,"3838 N. Main St., Mishawaka, IN 46545-3100"
7634,Indiana Wesleyan University at Varsity Club,"3800 North Main St, Mishawaka, IN 46545-3110"
7635,Indiana Wesleyan University at Mooresville Consolidated HS,"550 North Indiana Street, Mooresville, IN 46158-1299"
7636,"Indiana Wesleyan University at Signature Inn, Muncie","3400 N Chadam Ln, Muncie, IN 47302-5272"
7637,Indiana Wesleyan University at Inn At Amish Acres,"1234 W Market St, Nappanee, IN 46550-1726"
7638,Indiana Wesleyan University at Floyd Memorial Hospital,"1850 State St, New Albany, IN 47150-4997"
7639,"Indiana Wesleyan University at Holiday Inn Express, New Albany","411 West Spring St, New Albany, IN 47150-3694"
7640,Indiana Wesleyan University at Fisher-Titus Medical Center,"272 Benedict Ave, Norwalk, OH 44857-2374"
7641,"Indiana Wesleyan University at EG & G Technical Service, Inc.","16633 N. 1400 E, Odon, OH 47562-5534"
7642,Indiana Wesleyan University at Medical Arts Bldg-IU Health Paoli,"488 W. Hospital Rd., Paoli, OH 47454-8807"
7643,"Indiana Wesleyan University at Hampton Inn, Plainfield","2244 Hadley Rd, Plainfield, OH 46168-7469"
7644,"Indiana Wesleyan University at Administration Office, Plymouth","611 Berkley St., Plymouth, OH 46563-1817"
7645,Indiana Wesleyan University at Ancilla College,"9601 Union Rd., Plymouth, OH 46563-9175"
7646,Indiana Wesleyan University at John Jay Center for Learning,"101 S. Meridian St., Portland, IN 47371-2112"
7647,Indiana Wesleyan University at Innovation Center,"814 E Main St, Richmond, IN 47374-4316"
7648,"Indiana Wesleyan University at Holiday Inn Express, Scottsburg","200 Beechwood Ave, Scottsburg, IN 47170-1120"
7649,Indiana Wesleyan University at Cricket's Cafe,"7613 Hwy 60, Sellersburg, IN 47172-1836"
7650,Indiana Wesleyan University at Ramada Inn,"360 Triangle Dr., Sellersburg, IN 47172-1744"
7651,Indiana Wesleyan University at Jackson County Learning Center,"323 Dupont Drive, Seymour, IN 47274-0000"
7652,Indiana Wesleyan University at Shelbyville Education Center,"2325 Intelliplex Dr, Shelbyville, IN 46176-8546"
7653,Indiana Wesleyan University at Paroquet Springs Conf Center,"395 Paroquet Springs Dr, Shepherdsville, KY 40165-6007"
7654,"Indiana Wesleyan University at Signature Inn, South Bend","215 Dixie Way South, South Bend, IN 46637-3319"
7655,Indiana Wesleyan University at Boston Scientific,"780 Brookside Dr., Spencer, IN 47460-1021"
7656,Indiana Wesleyan University at Canyon Inn at McCormick's Creek,"250 McCormick Creek Park Rd, Spencer, IN 47460-5519"
7657,Indiana Wesleyan University at Owen County Family YMCA,"1111 W. State Highway 46, Spencer, IN 47460-6610"
7658,Indiana Wesleyan University at Owen County Public Library,"10 S. Montgomery St., Spencer, IN 47460-1898"
7659,Indiana Wesleyan University at Owen County State Bank,"201 W. Morgan St., Spencer, IN 47460-1760"
7660,Indiana Wesleyan University at Owen Valley High School,"622 W. SR 46, Spencer, IN 47460-6439"
7661,Indiana Wesleyan University at CLC of Green Cnty/White River,"Highway 54 East, 1 mile east of Highway 67, Switz City, IN 47465-1470"
7662,Indiana Wesleyan University at Best Western Terre Haute,"3053 Dixie Bee Rd, Terre Haute, IN 47802-0000"
7663,Indiana Wesleyan University at Center for Workforce Development,"1700 E. Industrial Dr., Terre Haute, IN 47802-9130"
7664,"Indiana Wesleyan University at Holiday Inn, Terre Haute","3300 US Hwy 41 S., Terre Haute, IN 47802-3764"
7665,Indiana Wesleyan University at Ivy Tech,"7999 US 41 South, Terre Haute, IN 47802-4898"
7666,"Indiana Wesleyan University at Regional Hospital, Terre Haute","3901 South 7th St, Terre Haute, IN 47802-4299"
7667,Indiana Wesleyan University at Union Hospital,"1606 N. 7th St., Terre Haute, IN 47802-2780"
7668,Indiana Wesleyan University at Good Samaritan Hospital - Vincennes,"520 S. 7th St., Terre Haute, IN 47591-1038"
7669,"Indiana Wesleyan University at Holiday Inn Express, Warsaw","3825 Lake City Hwy (US 30), Warsaw, IN 46580-3945"
7670,"Indiana Wesleyan University at Holiday Inn Express, Washington","1804 East Hwy 50 East, Warsaw, IN 47501-4514"
7671,Indiana Wesleyan University at Osram Sylvania,"18725 N Union St, Westfield, IN 46074-9258"
7672,Indiana Wesleyan University at St. Vincent Randolph Hospital,"473 E. Greenville Ave., Winchester, IN 47394-9436"
7673,Indiana Wesleyan University at Seymour High School,"1350 W. 2nd Street, Seymour, IN 47274-2252"
7674,Indiana Wesleyan University at URS,"13923 E Captain WJ Nelson Dr, Odon, IN 47562-5624"
7675,"Indiana Wesleyan University at Holiday Inn Express, Radcliff","3120 S. Dixie Blvd., Radcliff, KY 40160-5110"
7676,"Indiana Wesleyan University at Fairfield Inn, Greensburg","2317 North State Road 3, Greensburg, IN 47240"
7677,Indiana Wesleyan University at Community Learning Center of Orange County,"1075 N Sandy Hook Rd, Suite 2, Paoli, IN 47454-9473"
7678,Indiana Wesleyan University at Best Western Signature Inn Kokomo,"4021 S LaFountain St, Kokomo, IN 46903-6913"
7679,"Indiana Wesleyan University at Chamber of Commerce, Kokomo","106 North Washington Street, Kokomo, IN 46901-4510"
7680,"Indiana Wesleyan University at Signature Inn, Fort Wayne","1734 West Washinton Center Rd, Fort Wayne, IN 46818-1418"
7681,"Indiana Wesleyan University at Sheraton, Indianapolis","8787 Keystone Crossing, Indianapolis, IN 46240-2108"
7682,Indiana Wesleyan University at Jameson Inn Castleton,"8380 Kelly Lane, Indianapolis, IN 46250-1665"
7683,Indiana Wesleyan University at Caterpillar,"3701 State Road 26 East, Lafayette, IN 47905-4856"
7684,Indiana Wesleyan University at Jameson Inn West,"3850 Eagle View Drive, Indianapolis, IN 46259-4660"
7685,Indiana Wesleyan University at Lees Inn Fort Wayne,"5707 Challenger Parkway, Fort Wayne, IN 46818-1713"
7686,"Indiana Wesleyan University at Comfort Inn, Portage","2300 Willowcreek Road, Portage, IN 46368-2126"
7687,Indiana Wesleyan University at Otis Elevator,"1331 Cury Pike, Bloomington, IN 47403-2710"
