,location_name,address
330,Central Arizona College - Maricopa,"17945 N. Regent Drive, Maricopa, AZ 85138"
331,Central Arizona College at San Tan Campus,"3736 E. Bella Vista Road, San Tan Valley, AZ 85143"
332,Central Arizona College ? San Tan Center,"2474 E. Hunt Highway, Suite 100, San Tan Valley, AZ 85143"
333,Charles of Italy Beauty College,"1987 McCulloch Blvd, Suite 205, Lake Havasu City, AZ 86403"
334,Charles of Italy Beauty College,"2135 South Highway 95, Suite 191, Bullhead City, AZ 86440"
335,Cortiva Institute - Tucson,"6390 East Broadway Boulevard, Tucson, AZ 85710"
336,DeVoe College of Beauty,"750 Bartow Dr, Sierra Vista, AZ 85635-1832"
337,Avalon Institute,"2111 S Alma School Rd Ste 21, Mesa, AZ 85210"
338,Avalon School of Cosmetology,"410 East Bell Road, Phoenix, AZ 85022"
339,Eastern Arizona College,"615 N. Stadium Ave., Thatcher, AZ 85552-0769"
340,Eastern Arizona College - Gila Pueblo Campus,"8274 Six Shooter Canyon Rd., Globe, AZ 85502-2656"
341,Eastern Arizona College - Payson Campus,"201 N. Mud Springs Rd., Payson, AZ 85547-0359"
342,Eastern Arizona College at Morenci,"538 Stadium Drive, Morenci, AZ 85540"
343,Eastern Arizona College at Eastern Arizona Academy of Cosmetology,"1926 West Thatcher Boulevard, Safford, AZ 85546"
344,Eastern Arizona College at Swift Trail Correctional Institute,"1529 W. Highway 366, Safford, AZ 85546"
345,Eastern Arizona College at San Carlos,"Corner of Tonto and Mesa Drives, San Carlos, AZ 85550"
346,Eastern Arizona College at Arizona Dept. of Corrections of Safford-Fort Grant,"15500 S. Fort Grant Road, Safford, AZ 85643"
347,Eastern Arizona College at Arizona Dept. of Corrections of Safford-Graham/Tonto,"896 S. Cook Road, Safford, AZ 85546"
348,Northern Arizona Vocational Institute of Technology (NAVIT),"951  W. Snowflake Blvd., Snowflake, AZ 85937"
349,Thatcher High School,"601 N. 3rd Ave, Thatcher, AZ 85552"
350,Pleasant Valley Fire District,"47529 AZ-288, Young, AZ 85554"
351,Arizona Department of Corrections-Globe,"1000 Fairgrounds Rd., Globe, AZ 85501"
352,Gila County Maintenance Yard-Payson,"5318 E. Hwy 260, Payson, AZ 85541"
353,Miami Regional Training Center,"4053 E. Highway 60/70, Miami, AZ 85539"
354,Eastern Arizona Academy of Cosmetology (EAAC),"1550 Thatcher Blvd., Safford, AZ 85546"
355,Globe High School,"437 W. High Street, Globe, AZ 85501"
356,Payson High School,"301 South McLane, Payson, AZ 85541"
357,Blue Ridge HIgh School NAVIT,"1200 W. White Mountain Blvd., Lakeside, AZ 85929"
358,Show Low High School NAVIT,"1201 N. Cougar Ln., Show Low, AZ 85901"
359,Mogollon High School NAVIT,"3450 Mustang, Heber, AZ 85928"
360,Saint John's High School NAVIT,"360 Redskin Dr., St. John's, AZ 85936"
361,Payson Fire Department Station 11,"400 West Main Street, Payson, AZ 85541"
362,Miami High School,"4739 S. Ragus Road, Miami, AZ 85539"
363,Duncan High School,"108 Stadium Street, Duncan, AZ 85534"
364,"Advanced Air Systems, LLC.","2250 Highway 70, Thatcher, AZ 85552"
365,The School of Architecture,"Taliesin West, 12621 N. Frank Lloyd Wright Boulevard, Scottsdale, AZ 85261"
366,Arcosanti,"13555 S. Cross L Rd., Mayer, AZ 86333"
367,Maricopa Community Colleges - Glendale Community College,"6000 W Olive Ave, Glendale, AZ 85302"
368,Maricopa Community Colleges-Glendale Community College at Tractor Trailer Driving,"6002 W. Sherman St., Phoenix, AZ 85043-3535"
369,Maricopa Community Colleges-Glendale Community College at Communiversity@Surprise,"15950 West Civic Center Plaza, Surprise, AZ 85374"
370,Maricopa Community Colleges at Glendale Regional Public Safety Training Center,"11550 W. Glendale Ave., Glendale, AZ 85307"
371,Maricopa Community Colleges at Arizona Law Enforcement Academy,"10001 S. 15th Ave, Phoenix, AZ 85041"
372,Maricopa Community Colleges at Buckeye Fire Department,"115 S. 7th St., Buckeye, AZ 85326"
373,Discover Financial Services,"2402 W. Beardsley Road, Phoenix, AZ 85027"
374,Apollo High School,"8045 N. 47th Avenue, Glendale, AZ 85302"
375,Barry Goldwater High School,"2820 W. Rose Garden Lane, Phoenix, AZ 85027"
376,Cactus High School,"6330 W. Greenway Road, Glendale, AZ 85306"
377,Centennial High School,"14388 N. 79th Avenue, Peoria, AZ 85381"
378,Ironwood High School,"16051 W. Sweetwater Avenue, Glendale, AZ 85304"
379,Liberty High School,"9621 W. Speckled Gecko Drive, Peoria, AZ 85383"
380,Moon Valley High School,"3625 W. Cactus Rd., Phoenix, AZ 85029"
381,Peoria High School,"11200 N. 83rd Ave., Peoria, AZ 85345"
382,Raymond S. Kellis High School,"8990 W. Orangewood Avenue, Glendale, AZ 85305"
383,Shadow Ridge High School,"10909 N. Perryville Road, Surprise, AZ 85388"
384,Sunnyslope High School,"35 W. Dunlap Avenue, Phoenix, AZ 85020"
385,Sunrise Mountain High School,"21200 N. 83rd Ave., Peoria, AZ 85382"
386,Thunderbird High School,"1750 W. Thunderbrid Road, Phoenix, AZ 85023"
387,Washington High School,"2217 W. Glendale Avenue, Phoenix, AZ 85021"
388,Greenway High School,"3930 W. Greenway Road, Phoenix, AZ 85053"
389,West-MEC Northwest Campus,"13201 W. Grand Avenue, Surprise, AZ 85374"
390,Grand Canyon University,"3300 W Camelback Rd, Phoenix, AZ 85017"
391,Grand Canyon University at Presbyterian Healthcare Services (PHS) Northside,"5901 Harper Drive Northeast, Albuquerque, NM 87109"
392,Grand Canyon University at Avondale Fire Department,"1825 N 107th Ave, Avondale, AZ 85323"
393,Grand Canyon University at Estrella Mountain Community College,"3000 N. Dysart Road, Avondale, AZ 85392"
394,Grand Canyon University at Casa Grande Medical Center,"1800 E. Florence Blvd, Casa Grande, AZ 85222"
395,Grand Canyon University at Chandler Regional Medical Center,"475 S. Dobson Rd, Chandler, AZ 85224"
396,Grand Canyon University at Banner Gateway Medical Center,"1900 N. Higley Road, Gilbert, AZ 85234"
397,Grand Canyon University at Mercy Gilbert Medical Center,"3555 S. Val Vista Drive, Gilbert, AZ 85296"
398,Grand Canyon University at Abrazo Phoenix / West Valley Hospital,"13677 W. McDowell Rd, Goodyear, AZ 85338"
399,Grand Canyon University at AT Still University,"5850 E. Still Circle, Mesa, AZ 85206"
400,Grand Canyon University at Banner Baywood Medical Center,"6644 E. Baywood Avenue, Mesa, AZ 85206"
401,Grand Canyon University at Banner Desert Medical Center,"1400 S Dobson Rd, Mesa, AZ 85202"
402,Grand Canyon University at Mesa Community College,"1833 W. Southern Avenue, Mesa, AZ 85202"
403,Grand Canyon University at Mesa Unified School District,"63 E Main St, Mesa, AZ 85621"
404,Grand Canyon University at Mountain Vista Medical Center,"1301 S. Crimson Road, Mesa, AZ 85209"
405,Grand Canyon University at Public Safety Administration Building,"8351 W. Cinnabar Avenue, Peoria, AZ 85345"
406,Grand Canyon University at Banner - Thunderbird,"5555 W Thunderbird Rd, Phoenix, AZ 85306"
407,Grand Canyon University at Banner Estrella Medical Center,"9201 W Thomas Road, Phoenix, AZ 85037"
408,Grand Canyon University at Banner Good Samaritan Med. Center,"1111 E McDowell Rd, Phoenix, AZ 85006"
409,Grand Canyon University at John C. Lincoln - North Mountain,"9202 N 2nd St, Phoenix, AZ 85020"
410,"Grand Canyon University at John C. Lincoln, Deer Valley","19829 N 27th Ave, Phoenix, AZ 85027"
411,Grand Canyon University at Maricopa County Medical Center,"2601 E. Roosevelt St, Phoenix, AZ 85008"
412,Grand Canyon University at Mayo Clinic Hospital,"5777 E. Mayo Blvd, Phoenix, AZ 85054"
413,Grand Canyon University at Phoenix  VA Healthcare System,"650 E. Indian School Rd., Phoenix, AZ 85012-1892"
414,Grand Canyon University at Phoenix Children's Hospital,"1919 E. Thomas Rd, Phoenix, AZ 85016"
415,Grand Canyon University at St. Joseph Hospital,"350 W. Thomas Rd, Phoenix, AZ 85013"
416,Grand Canyon University at Scottsdale Healthcare - Osborn,"7400 E. Osborn Rd, Scottsdale, AZ 85251"
417,Grand Canyon University at Scottsdale Healthcare - Shea,"9003 E Shea Blvd, Scottsdale, AZ 85260"
418,Grand Canyon University at Banner Boswell,"10401 W. Thunderbird Blvd, Sun City, AZ 85351"
419,Grand Canyon University at GCU Tempe,"1150 W. Grove Parkway, Suite 101, Tempe, AZ 85283"
420,Grand Canyon University at Tempe St. Lukes Medical Center,"1500 S. Mill Ave, Tempe, AZ 85281"
421,Grand Canyon University at St. Joseph's Hospital/Carondelet,"350 W. Wilmot Rd, Tucson, AZ 85711"
422,Grand Canyon University at Tucson Medical Center,"5301 E Grant Rd, Tucson, AZ 85712"
423,Grand Canyon University at Albuquerque,"6700 Jefferson NE, Building D, Suite D-2, Albuquerque, NM 87109"
424,Grand Canyon University at Casa Adobes Baptist Church,"10801 North La Cholla Blvd, Tucson, AZ 85742"
425,Grand Canyon University at Jobing.com,"4747 North 22nd Street, Phoenix, AZ 85016"
426,Grand Canyon University at Pantano Christian Church,"10355 East 29th Street, Tucson, AZ 85748"
427,Grand Canyon University at Phoenix Baptist Hospital,"2000 West Bethany Home, Phoenix, AZ 85015"
428,Grand Canyon University at Carondelet Holy Cross Hospital,"1171 West Target Range Road, Nogales, AZ 85261"
429,Grand Canyon University at Chandler Fire Department,"221 East Boston Street, Chandler, AZ 85225"
430,Grand Canyon University at Maricopa County Administration,"301 West Jefferson, Suite 240, Phoenix, AZ 85003"
431,Grand Canyon University at St. Mary's Hospital,"1601 West St. Mary's Road, Tucson, AZ 85745"
432,Grand Canyon University at Maricopa County HR Office,"301 West Jefferson, Phoenix, AZ 85006"
433,Grand Canyon University at Ritz Carlton,"2401 East Camelback, Phoenix, AZ 85016"
434,Grand Canyon University at Tucson VA,"3601 South 6th Ave, Tucson, AZ 85723"
435,Grand Canyon University at Fountain Hills HS,"16100 East Palisades Blvd, Fountain Hills, AZ 85268"
436,Grand Canyon University at Maricopa County Sheriff's Dept,"100 West Washington Street, Avondale, AZ 85003"
437,Grand Canyon University at Yavapai Community College,"1100 E. Sheldon Street, Prescott, AZ 86301"
438,Grand Canyon University at GCU Tucson,"3500 N. Campbell Ave., Tucson, AZ 85719"
439,Grand Canyon University at GCU Scottsdale,"9201 E. Mountain View, Scottsdale, AZ 85260"
440,Scottsdale Community College,"9000 East Chaparral Road, Scottsdale, AZ 85352"
441,Kyrene School District Office,"8700 S. Kyrene Rd., Tempe, AZ 85284"
442,Mesa Community College - Red Mountain Campus,"7110 East McKellips Road, Mesa, AZ 85207"
443,Chandler-Gilbert Community College,"2626 E. Pecos Road, Chandler, AZ 85225"
444,Estrella Mountain Community College - Buckeye,"902 E. Eason, Buckeye, AZ 85326"
445,Glendale Community College,"6000 W. Olive Avenue, Glendale, AZ 85302"
446,AT Still GCU Center,"5845 E. Still Circle, Mesa, AZ 85206"
447,Mesa Unified School District,"1501 W. Guadalupe Rd, Mesa, AZ 85202"
448,Anthem College - Phoenix,"1515 E Indian School Road, Phoenix, AZ 85014"
449,Anthem College - Atlanta,"2450 Piedmont Road, Atlanta, GA 30324"
450,Anthem College - Kansas City,"9001 State Line Rd, Kansas City, MO 64114"
451,Anthem College - Sacramento,"9738 Lincoln Village Drive #100, Sacramento, CA 95827"
452,Anthem College - St. Louis Park,"5100 Gamble Drive, Saint Louis Park, MN 55416"
453,Anthem Career College - Nashville,"560 Royal Parkway, Nashville, TN 37211"
454,International Academy of Hair Design - Mesa,"1445 West Southern Avenue, Suite 2006, Mesa, AZ 85202"
455,International Academy of Hair Design - Tempe,"4812 South Mill Avenue, Tempe, AZ 85282"
456,International Academy of Hair Design - Phoenix,"7611 West Thomas Road, Suite F001-F004, Phoenix, AZ 85033"
457,International Academy of Hair Design - Phoenix,"9617 North Metro Parkway, Space 2112, Phoenix, AZ 85051"
458,Lamson College,"875 West Elliot Road, Suite 206, Tempe, AZ 85284"
459,International Academy of Beauty,"42 North Stapley Drive, Mesa, AZ"
460,Kaplan College - Phoenix,"13450 N Black Canyon Hwy,  Ste 104, Phoenix, AZ 85029"
461,Maricopa Beauty College,"515 W Western Ave, Avondale, AZ 85323"
462,Maricopa Community Colleges - Gateway Community College,"108 N. 40th Street, Phoenix, AZ 85034"
463,Maricopa Community Colleges - Gateway Community College at TriCity Mechanical,"6875 W. Galviston, Chandler, AZ 85226-2516"
464,Maricopa Community Colleges - Gateway Community College at Cutting Edge Style Academy,"7565 W. Peoria Ave, Peoria, AZ 85345"
465,Maricopa Community Colleges - Gateway Community College at Arizona Field Ironworkers,"950 E. Elwood, Phoenix, AZ 85040"
466,Maricopa Community Colleges - Gateway Community College at Arizona Millwright,"4547 W. McDowell Rd., Phoenix, AZ 85035-4159"
467,Maricopa Community Colleges - Gateway Community College at Heat & Frost Insulators,"1841 North 24th Street, Phoenix, AZ 85016"
468,Maricopa Community Colleges - Gateway Community College at Maricopa County - Heavy Equipment Operators,"2919 W. Durango, Phoenix, AZ 85009"
469,Maricopa Community Colleges - Gateway Community College at Maricopa Skills Center,"1245 E. Buckeye Road, Phoenix, AZ 85034"
470,Maricopa Community Colleges - Gateway Community College at Phoenix Bricklaying and Tile Setting,"2601 E. Monroe, Phoenix, AZ 85034"
471,Maricopa Community Colleges - Gateway Community College at Phoenix Electrical,"615 W. Palo Verde, Phoenix, AZ 85012-1331"
472,Maricopa Community Colleges - Gateway Community College at Phoenix Painters & Decorators,"1841 North 24th Street, Phoenix, AZ 85008"
473,Maricopa Community Colleges - Gateway Community College at Phoenix Pipefitting Trades,"2950 W. Thomas Road, Phoenix, AZ 85016"
474,Maricopa Community Colleges - Gateway Community College at Phoenix Sheet Metal,"2534 East Adams, Phoenix, AZ 85034"
475,Maricopa Community Colleges - Gateway Community College at Southwest Carpenters Training Fund,"4547 W. McDowell, Phoenix, AZ 85035"
476,Maricopa Community Colleges - Gateway Community College at Southwest Electrical Training Center,"1717 E. Van Buren St., Phoenix, AZ 85006"
477,Maricopa Community Colleges - Gateway Community College at Northwest Valley,"2931 W. Bell Road, Phoenix, AZ 85023"
478,Maricopa Community Colleges - Gateway Community College at APS Power Plant,"5801 Wintersburg Road, Tonopah, AZ 85354"
479,Maricopa Community Colleges - Gateway Community College at Plasterers & Cement M,"1425 E.McDowell Road, Phoenix, AZ 85006"
480,Maricopa Community Colleges - Gateway Community College at Metro Phoenix Plumbing-Heating-Cooling Contractors Association,"7635 W. Hope Drive, Peoria, AZ 85345-1076"
481,Crestview Preparatory,"2616 E. Greenway Road, Phoenix, AZ 85382"
482,Field Ironworkers Apprenticeship,"330 E. Maricopa Freeway, Phoenix, AZ 85004"
483,Maricopa County Risk Management Heavy Equipment Operators,"222 N. Central Avenue, Phoenix, AZ 85004"
484,Phoenix Electrical,"1520 E. Indianola Avenue, Phoenix, AZ 85014"
485,Phoenix Painters & Drywall,"210 N. 24th Street, Phoenix, AZ 85034"
486,Sundt Corp.,"2620 S. 55th Street, Tempe, AZ 85282"
487,Electric League of Arizona,"2702 N. 3rd Street, 2020, Phoenix, AZ 85034"
488,Heat & Frost Insulators,"2601 E. Monroe Street, Phoenix, AZ 85034"
489,Southwest Skill Center,"3000 N.. Dysart Road, Avondale, AZ 85392"
490,GateWay Community College Surprise Campus,"15950 N. Civic Center Plaza, Surprise, AZ 85374"
491,Metro Phoenix Heating & Cooling,"6110 W. Michelle Drive, Glendale, AZ 85308"
492,Salt River Pima-Maricopa Indian Community,"15000 E. Osborn Road, Scottsdale, AZ 85256"
493,East Valley Institute of Technology (EVIT),"1601 W. Main Street, Mesa, AZ 85201"
494,GateWay Community College at 18th Street,"555 N. 18th Street, Phoenix, AZ 85006"
495,Mesa Community College Red Mountain Campus,"7110 E. Mckellips Road, Mesa, AZ 85207"
496,Maricopa Community Colleges - Mesa Community College,"1833 W Southern Ave, Mesa, AZ 85202"
497,Maricopa Community Colleges - Mesa Community College at Red Mountain,"7110 E. McKellips Rd., Mesa, AZ 85207"
498,Maricopa Community Colleges-Mesa Community College at Boswell,"10401 West Thunderbird Blvd, Sun City, AZ 85351"
499,Maricopa Community Colleges - Mesa Community College at Downtown Center,"145 N. Centennial Way, Mesa, AZ 85201"
500,Maricopa Community Colleges - Mesa Community College at Mesa Fire Department,"3260 N. 40th Street, Mesa, AZ 85215"
501,Maricopa Community Colleges - Mesa Community College at Mesa Gateway Center,"7440 E. Tahoe Avenue, Mesa, AZ 85212"
502,Maricopa Community Colleges - Mesa Community College - Empire Southwest,"1725 S Country Club Drive, Mesa, AZ 85210"
503,TRW,"11202 E Germann Rd., Mesa, AZ 85212"
504,West MEC Central,"6997 N Glen Harbor Blvd, Glendale, AZ 85307"
505,West MEC Southwest,"500 N. Verrado Way, Buckeye, AZ 85326"
506,Mohave Community College,"1971 Jagerson Ave, Kingman, AZ 86409-1238"
507,Mohave Community College at Lake Havasu City,"1977 West Acoma Blvd, Lake Havasu City, AZ 86403"
508,Mohave Community College at Henry Campus,"3400 Highway 95, Bullhead City, AZ 86442"
509,Mohave Community College at North Mohave Campus,"480 South Central, Colorado City, AZ 86021"
510,Arizona State Prison Complex-Kingman,"4626 W. English Drive, Golden Valley, AZ 86414"
511,Kingman High School,"4182 N Bank Street, Kingman, AZ 86409"
